"Data","GJGB10 Index"
2001-10-08,0
2001-10-09,0
2001-10-10,5.49760916398391e-05
2001-10-11,5.380175651693e-05
2001-10-12,5.45455422829461e-05
2001-10-15,5.45455422827674e-05
2001-10-16,5.33710802331259e-05
2001-10-17,5.43498226480048e-05
2001-10-18,5.37626060510426e-05
2001-10-19,5.37626060510699e-05
2001-10-22,5.36060003406854e-05
2001-10-23,5.24312612645038e-05
2001-10-24,5.21962718800285e-05
2001-10-25,5.21962718800535e-05
2001-10-26,5.24312612646767e-05
2001-10-29,5.23920973296164e-05
2001-10-30,5.25879131552735e-05
2001-10-31,5.18437618143175e-05
2001-11-01,5.18437618144889e-05
2001-11-02,5.1647909411656e-05
2001-11-05,5.12561757218445e-05
2001-11-06,5.12561757218381e-05
2001-11-07,5.02766729590092e-05
2001-11-08,5.14128738195781e-05
2001-11-09,5.21962718800173e-05
2001-11-12,5.18437618145622e-05
2001-11-13,5.21962718800622e-05
2001-11-14,5.25879131550189e-05
2001-11-15,5.31753028953012e-05
2001-11-16,5.37626060511139e-05
2001-11-19,5.31753028950074e-05
2001-11-20,5.34885420183378e-05
2001-11-21,5.26662367907037e-05
2001-11-22,5.35276951772202e-05
2001-11-23,5.36060003406805e-05
2001-11-26,5.43498226480762e-05
2001-11-27,5.5132643507744e-05
2001-11-28,5.37626060511723e-05
2001-11-29,5.45455422829182e-05
2001-11-30,5.37626060508584e-05
2001-12-03,5.51326435078787e-05
2001-12-04,5.4702111068705e-05
2001-12-05,5.4349822647933e-05
2001-12-06,5.51326435079898e-05
2001-12-07,5.39192056058975e-05
2001-12-10,5.34102345460883e-05
2001-12-11,5.34102345461967e-05
2001-12-12,5.30186740982867e-05
2001-12-13,5.25487507600295e-05
2001-12-14,5.28228794429277e-05
2001-12-17,5.23920973296167e-05
2001-12-18,5.23920973295948e-05
2001-12-19,5.27837193575517e-05
2001-12-20,5.21962718799947e-05
2001-12-21,5.20396045902343e-05
2001-12-24,5.20396045901607e-05
2001-12-26,0.000104630269861026
2001-12-27,5.32144591325408e-05
2001-12-28,5.39192056058107e-05
2002-01-02,0.000161844644730261
2002-01-03,5.39975030755251e-05
2002-01-04,5.52891892247799e-05
2002-01-07,5.47412523038923e-05
2002-01-08,5.5132643507874e-05
2002-01-09,5.45846850561958e-05
2002-01-10,5.49760916399462e-05
2002-01-11,5.52109171351794e-05
2002-01-14,5.53674597766643e-05
2002-01-15,5.58370508015933e-05
2002-01-16,5.52109171351472e-05
2002-01-17,5.6150080739439e-05
2002-01-18,5.63457119625667e-05
2002-01-21,5.69325480042859e-05
2002-01-22,5.67369455939027e-05
2002-01-23,5.67760668444143e-05
2002-01-24,5.77539732817672e-05
2002-01-25,5.80277440787544e-05
2002-01-28,5.72454918885711e-05
2002-01-29,5.82232831312984e-05
2002-01-30,5.86534352698866e-05
2002-01-31,5.84970216836493e-05
2002-02-01,5.908354097392e-05
2002-02-04,5.92790282185876e-05
2002-02-05,6.04126651347125e-05
2002-02-06,6.07644179142598e-05
2002-02-07,6.15850536533259e-05
2002-02-08,5.9435411108832e-05
2002-02-14,0.000236511251931341
2002-02-15,5.92790282188971e-05
2002-02-18,5.94745058726335e-05
2002-02-19,5.99827028936377e-05
2002-02-20,6.02172335043172e-05
2002-02-21,5.88880441369699e-05
2002-02-22,6.02954073066967e-05
2002-02-25,6.02172335042453e-05
2002-02-26,6.12333733188044e-05
2002-02-27,6.08425809816928e-05
2002-02-28,6.0256320597404e-05
2002-03-04,0.000118952510446577
2002-03-05,5.8301496065412e-05
2002-03-06,5.7832195429111e-05
2002-03-07,5.73237240191572e-05
2002-03-08,5.79104160405102e-05
2002-03-11,5.92399315371381e-05
2002-03-12,5.81450686618535e-05
2002-03-13,5.71281408126698e-05
2002-03-14,5.62674606258579e-05
2002-03-15,5.75192976256898e-05
2002-03-18,5.7089023018838e-05
2002-03-19,5.6932548004449e-05
2002-03-20,5.66195795381537e-05
2002-03-21,5.64630860856971e-05
2002-03-22,5.65804567515401e-05
2002-03-25,5.71672582218912e-05
2002-03-26,5.61892077524823e-05
2002-03-27,5.51717805135399e-05
2002-03-28,5.45846850562054e-05
2002-03-29,5.49760916399241e-05
2002-04-01,5.51717805137655e-05
2002-04-02,5.46238274447875e-05
2002-04-03,5.4780393154331e-05
2002-04-04,5.47803931544296e-05
2002-04-08,0.000108232796500353
2002-04-09,5.49760916401204e-05
2002-04-10,5.41932400174194e-05
2002-04-11,5.34102345463113e-05
2002-04-12,5.45846850560207e-05
2002-04-15,5.38017565168059e-05
2002-04-16,5.43889673441783e-05
2002-04-17,5.51717805137025e-05
2002-04-18,5.55239962681192e-05
2002-04-19,5.4936952711903e-05
2002-04-22,5.53283246931332e-05
2002-04-23,5.58761808885827e-05
2002-04-24,5.68151877103912e-05
2002-04-25,5.67369455939526e-05
2002-04-26,5.59153105917696e-05
2002-04-29,5.59153105916388e-05
2002-04-30,5.43889673440229e-05
2002-05-02,0.000108546006127996
2002-05-03,5.43889673441405e-05
2002-05-06,5.43889673439161e-05
2002-05-07,5.37626060512018e-05
2002-05-08,5.41932400175782e-05
2002-05-09,5.38017565168145e-05
2002-05-10,5.38017565166287e-05
2002-05-13,5.41540933986354e-05
2002-05-14,5.39583545331342e-05
2002-05-15,5.37234552005024e-05
2002-05-16,5.35668479513233e-05
2002-05-17,5.3801756516821e-05
2002-05-20,5.46629694491429e-05
2002-05-21,5.50935061175713e-05
2002-05-22,5.46629694491903e-05
2002-05-23,5.66978239593704e-05
2002-05-24,5.60718255606386e-05
2002-05-27,5.62674606259247e-05
2002-05-28,5.5328324692981e-05
2002-05-29,5.60718255603966e-05
2002-05-30,5.51326435079288e-05
2002-05-31,5.49369527118456e-05
2002-06-03,5.47412523037285e-05
2002-06-04,5.53283246931873e-05
2002-06-05,5.53283246931916e-05
2002-06-07,0.000108545990681546
2002-06-10,5.3958354533115e-05
2002-06-11,5.41932400175725e-05
2002-06-12,5.45455422829073e-05
2002-06-14,0.000108820023071175
2002-06-17,5.45846850560061e-05
2002-06-18,5.4114946394696e-05
2002-06-19,5.45455422829094e-05
2002-06-20,5.39583545330449e-05
2002-06-21,5.23529330099795e-05
2002-06-24,5.23529330098669e-05
2002-06-25,5.18045921041155e-05
2002-06-26,5.20396045902596e-05
2002-06-27,5.30186740982792e-05
2002-06-28,5.20396045901914e-05
2002-07-02,0.000105687694681457
2002-07-03,5.2431261264642e-05
2002-07-04,5.2000436805229e-05
2002-07-05,5.22354377399288e-05
2002-07-08,5.23529330099176e-05
2002-07-09,5.21571056350739e-05
2002-07-10,5.1256175721757e-05
2002-07-11,5.03942260059855e-05
2002-07-12,5.10602944326837e-05
2002-07-15,5.04334095839782e-05
2002-07-16,5.02766729591055e-05
2002-07-18,0.000100399124151658
2002-07-19,5.00415564601466e-05
2002-07-22,5.02374878395907e-05
2002-07-23,5.14128738195279e-05
2002-07-24,5.21962718799085e-05
2002-07-25,5.23920973296394e-05
2002-07-26,5.27837193574855e-05
2002-07-29,5.35276951771112e-05
2002-07-30,5.32144591326651e-05
2002-07-31,5.19612686348179e-05
2002-08-01,5.20004368052102e-05
2002-08-02,5.14520473812174e-05
2002-08-05,5.06685029610196e-05
2002-08-06,5.14520473811575e-05
2002-08-07,5.04725927769514e-05
2002-08-08,5.04334095841566e-05
2002-08-09,4.98848044191805e-05
2002-08-12,4.96496647936374e-05
2002-08-13,5.10994714609541e-05
2002-08-14,5.02374878394283e-05
2002-08-16,0.00010118281468912
2002-08-19,5.00023690282572e-05
2002-08-20,5.00415564599904e-05
2002-08-21,4.94537045047967e-05
2002-08-22,5.10211170188835e-05
2002-08-23,5.01199301681104e-05
2002-08-26,4.92577345769575e-05
2002-08-27,4.82777403282646e-05
2002-08-28,4.91009516943841e-05
2002-08-29,4.72975049739905e-05
2002-08-30,4.67484678166325e-05
2002-09-02,4.60816781095373e-05
2002-09-03,4.68269063285362e-05
2002-09-04,4.73759326778562e-05
2002-09-05,4.72582905430966e-05
2002-09-06,4.47870029751654e-05
2002-09-09,4.47477638270636e-05
2002-09-10,4.26282757493178e-05
2002-09-11,4.16466493113836e-05
2002-09-12,4.10182814440497e-05
2002-09-13,4.09790051613877e-05
2002-09-16,4.10575573390046e-05
2002-09-17,4.20393289092319e-05
2002-09-18,4.89833604838217e-05
2002-09-19,4.69445612011641e-05
2002-09-23,0.000102514978639048
2002-09-24,5.06293216949164e-05
2002-09-25,4.81993303739736e-05
2002-09-26,4.86697669537066e-05
2002-09-27,4.82777403280763e-05
2002-09-30,4.67876872655904e-05
2002-10-01,4.4943955703019e-05
2002-10-02,4.51009022479306e-05
2002-10-04,9.07531326286554e-05
2002-10-07,4.68269063284277e-05
2002-10-08,4.61209041226574e-05
2002-10-09,4.56109358265393e-05
2002-10-10,4.49831929187144e-05
2002-10-11,4.35704096508147e-05
2002-10-14,4.36096603958313e-05
2002-10-15,4.21571252418197e-05
2002-10-16,4.19607960854832e-05
2002-10-17,4.21571252419055e-05
2002-10-18,4.31778809323222e-05
2002-10-21,4.24319698086498e-05
2002-10-22,4.29816020701452e-05
2002-10-23,4.27853135379957e-05
2002-10-24,4.25890153347709e-05
2002-10-25,4.25497545338358e-05
2002-10-28,4.13717505633716e-05
2002-10-29,4.12146570483057e-05
2002-10-30,4.10182814438779e-05
2002-10-31,3.92504653109741e-05
2002-11-01,3.88575107372125e-05
2002-11-04,3.88968079383114e-05
2002-11-05,3.81500948231332e-05
2002-11-06,3.8818213147828e-05
2002-11-07,3.94469280654216e-05
2002-11-08,3.94862194537518e-05
2002-11-11,3.8071485300935e-05
2002-11-12,3.80714853010384e-05
2002-11-13,3.79142616034994e-05
2002-11-14,3.98791120279005e-05
2002-11-15,4.01148289760146e-05
2002-11-18,4.05862210406288e-05
2002-11-19,3.92504653110316e-05
2002-11-20,3.92897586369611e-05
2002-11-21,4.03898144584232e-05
2002-11-22,4.08218961597088e-05
2002-11-25,3.96826705836443e-05
2002-11-26,3.88575107370377e-05
2002-11-27,3.92504653110452e-05
2002-11-28,3.9486219453727e-05
2002-11-29,3.95648010680611e-05
2002-12-02,4.003625820955e-05
2002-12-03,4.08218961596775e-05
2002-12-04,4.04683782530964e-05
2002-12-05,4.05862210405256e-05
2002-12-06,4.06647809625724e-05
2002-12-09,4.02326822212123e-05
2002-12-10,4.02326822211203e-05
2002-12-11,4.01541137784362e-05
2002-12-12,4.00755437865852e-05
2002-12-13,3.9839824513599e-05
2002-12-16,3.84645174029313e-05
2002-12-17,3.82680061983152e-05
2002-12-18,3.76784144238183e-05
2002-12-20,7.52010033764149e-05
2002-12-23,3.752117521415e-05
2002-12-24,3.73246174751204e-05
2002-12-26,7.37856639180293e-05
2002-12-27,3.63416832985694e-05
2002-12-30,3.59091154256714e-05
2003-01-02,0.000107731214716808
2003-01-03,3.59091154257049e-05
2003-01-06,3.61057430079454e-05
2003-01-07,3.59091154256496e-05
2003-01-08,3.53191744482801e-05
2003-01-09,3.37849189721764e-05
2003-01-10,3.46111299505986e-05
2003-01-13,3.46504690574068e-05
2003-01-14,3.47291461056316e-05
2003-01-15,3.37455713181283e-05
2003-01-16,3.33520734054019e-05
2003-01-17,3.31159560015865e-05
2003-01-20,3.27617536569665e-05
2003-01-21,3.27617536571265e-05
2003-01-22,3.2171346430716e-05
2003-01-23,3.21319828379828e-05
2003-01-24,3.22500724493801e-05
2003-01-27,3.18170600948094e-05
2003-01-28,3.13840006739904e-05
2003-01-29,3.09902694404581e-05
2003-01-30,3.00845399129552e-05
2003-02-03,6.43043622167752e-05
2003-02-04,3.39423057018338e-05
2003-02-05,3.45717904558582e-05
2003-02-06,3.43357453277141e-05
2003-02-07,3.35488272199154e-05
2003-02-10,3.28011110282019e-05
2003-02-11,3.28011110282293e-05
2003-02-12,3.35881768167205e-05
2003-02-13,3.33914249455471e-05
2003-02-14,3.33914249455728e-05
2003-02-17,3.47684840468295e-05
2003-02-18,3.48471587646164e-05
2003-02-19,3.4453769639892e-05
2003-02-20,3.41783741396331e-05
2003-02-21,3.32733691589189e-05
2003-02-24,3.22107096344392e-05
2003-02-25,3.08721424825856e-05
2003-02-26,3.14233716574225e-05
2003-02-27,3.13840006739926e-05
2003-02-28,3.12265128495652e-05
2003-03-03,3.12265128498674e-05
2003-03-04,2.96512921253417e-05
2003-03-05,3.06752564359649e-05
2003-03-06,3.06358780590998e-05
2003-03-07,3.00451556973223e-05
2003-03-10,3.02420728827456e-05
2003-03-11,2.9217997220625e-05
2003-03-12,2.84300675551942e-05
2003-03-13,2.94543457375465e-05
2003-03-14,2.98876149407531e-05
2003-03-17,2.92967816172058e-05
2003-03-18,2.88634481544783e-05
2003-03-19,2.8469467739717e-05
2003-03-20,2.98482287782017e-05
2003-03-21,2.98482287782431e-05
2003-03-24,2.98088422263617e-05
2003-03-25,2.86664628167831e-05
2003-03-26,2.86270645806507e-05
2003-03-27,2.94543457374251e-05
2003-03-28,2.98482287782823e-05
2003-03-31,2.80360442808282e-05
2003-04-01,2.78390180296335e-05
2003-04-02,2.78390180296668e-05
2003-04-03,2.66960735935361e-05
2003-04-04,2.79966398099563e-05
2003-04-07,2.87846551881631e-05
2003-04-08,2.8863448154372e-05
2003-04-09,2.724788080932e-05
2003-04-10,2.73267041730195e-05
2003-04-11,2.72478808091474e-05
2003-04-14,2.62230351441757e-05
2003-04-15,2.64595613893392e-05
2003-04-16,2.63018787860492e-05
2003-04-17,2.59076449731667e-05
2003-04-18,2.53556520906398e-05
2003-04-21,2.52767897211907e-05
2003-04-22,2.55133721467647e-05
2003-04-23,2.54739427179612e-05
2003-04-24,2.51190602990905e-05
2003-04-25,2.48824544572242e-05
2003-04-28,2.42908783717297e-05
2003-04-29,2.42908783715998e-05
2003-04-30,2.43303195101463e-05
2003-05-02,4.86217888868251e-05
2003-05-06,4.8779553368605e-05
2003-05-07,2.39358905530042e-05
2003-05-09,4.70044897278942e-05
2003-05-12,2.29101924813296e-05
2003-05-13,2.31469154747022e-05
2003-05-14,2.33047229901526e-05
2003-05-15,2.36597670475616e-05
2003-05-16,2.3146915474654e-05
2003-05-19,2.40542233404965e-05
2003-05-20,2.35019735945907e-05
2003-05-21,2.28707372818604e-05
2003-05-22,2.2555081617143e-05
2003-05-23,2.28707372818284e-05
2003-05-26,2.19631598315193e-05
2003-05-27,2.13316796472451e-05
2003-05-28,2.09764280548787e-05
2003-05-29,2.13316796473178e-05
2003-05-30,2.13711500913719e-05
2003-06-02,2.13316796472452e-05
2003-06-03,2.01868666432279e-05
2003-06-04,2.07790523705128e-05
2003-06-05,2.07395760602465e-05
2003-06-09,4.03741345108495e-05
2003-06-10,1.87652616727739e-05
2003-06-11,1.8054268922985e-05
2003-06-12,1.77382314137869e-05
2003-06-13,1.80147656051933e-05
2003-06-16,1.84097811580407e-05
2003-06-17,1.90022310630253e-05
2003-06-18,2.11343215621145e-05
2003-06-19,2.74055259772601e-05
2003-06-20,2.36992144343329e-05
2003-06-23,2.53162211009271e-05
2003-06-24,2.55133721467561e-05
2003-06-25,2.52767897212532e-05
2003-06-26,2.52373579513653e-05
2003-06-27,2.9060423752854e-05
2003-06-30,3.34307760972603e-05
2003-07-01,3.41783741395796e-05
2003-07-02,3.5948441718445e-05
2003-07-03,4.47085242926765e-05
2003-07-04,4.18037257945085e-05
2003-07-07,4.32171355444554e-05
2003-07-08,4.61209041226347e-05
2003-07-09,4.39628997011519e-05
2003-07-10,4.10575573391848e-05
2003-07-11,3.90932881318926e-05
2003-07-14,3.96826705837187e-05
2003-07-15,4.10182814439726e-05
2003-07-16,4.12539310076319e-05
2003-07-18,7.6419559392728e-05
2003-07-21,3.81107902560288e-05
2003-07-22,3.80714853010647e-05
2003-07-23,3.81107902560259e-05
2003-07-24,3.97219596472184e-05
2003-07-25,3.83073092147293e-05
2003-07-28,3.65382895344342e-05
2003-07-29,3.76784144238101e-05
2003-07-30,3.81107902561859e-05
2003-07-31,3.73246174750086e-05
2003-08-01,3.83073092148135e-05
2003-08-04,3.87003180547879e-05
2003-08-05,3.65776096173676e-05
2003-08-06,3.63416832984621e-05
2003-08-07,3.58697887446966e-05
2003-08-08,3.4689807775584e-05
2003-08-11,3.55158311468565e-05
2003-08-12,3.57124781387992e-05
2003-08-13,3.71673643017649e-05
2003-08-14,4.16859190127882e-05
2003-08-18,9.17718854606497e-05
2003-08-19,5.45455422830775e-05
2003-08-20,5.7128140812521e-05
2003-08-21,5.32536149849715e-05
2003-08-22,5.35668479512098e-05
2003-08-25,5.32536149847814e-05
2003-08-26,5.69716673342293e-05
2003-08-27,5.51717805137658e-05
2003-08-28,5.68934282906228e-05
2003-08-29,5.76757495988275e-05
2003-09-01,6.26399084457597e-05
2003-09-02,6.43192860324292e-05
2003-09-03,6.39678469659974e-05
2003-09-04,5.8653435270028e-05
2003-09-05,5.69325480043576e-05
2003-09-08,5.77930845473232e-05
2003-09-09,6.27961594809247e-05
2003-09-15,0.000242179950528351
2003-09-16,5.76366371815296e-05
2003-09-17,5.65413335802761e-05
2003-09-18,5.46238274449616e-05
2003-09-19,5.52109171351093e-05
2003-09-22,4.85129609321761e-05
2003-09-23,4.85129609322832e-05
2003-09-24,5.00807435069251e-05
2003-09-25,5.43889673440284e-05
2003-09-26,5.5406594476255e-05
2003-09-29,5.65413335802127e-05
2003-09-30,5.49369527119169e-05
2003-10-01,5.6306586486197e-05
2003-10-02,5.65413335803725e-05
2003-10-06,0.000111129332228383
2003-10-07,5.49760916399233e-05
2003-10-08,5.28620391438171e-05
2003-10-09,5.14128738195575e-05
2003-10-10,5.36060003406693e-05
2003-10-13,5.36060003406443e-05
2003-10-14,5.86534352700978e-05
2003-10-15,5.6384837054525e-05
2003-10-16,5.61892077524336e-05
2003-10-17,5.658045675143e-05
2003-10-20,5.92790282187587e-05
2003-10-21,5.86925377073144e-05
2003-10-22,5.65413335801551e-05
2003-10-23,5.34102345460927e-05
2003-10-24,5.40366512332498e-05
2003-10-27,5.36060003406106e-05
2003-10-28,5.57587894742052e-05
2003-10-29,5.65804567511923e-05
2003-10-30,5.72846081460213e-05
2003-10-31,5.78713059266175e-05
2003-11-03,5.78713059267524e-05
2003-11-04,5.94745058726414e-05
2003-11-05,6.02563205973244e-05
2003-11-06,6.00608812980123e-05
2003-11-07,6.06862533134425e-05
2003-11-10,6.04517503104846e-05
2003-11-11,5.52891892248322e-05
2003-11-12,5.37626060511781e-05
2003-11-13,5.34102345461263e-05
2003-11-14,5.35668479513729e-05
2003-11-17,5.12561757216839e-05
2003-11-18,5.24704248149715e-05
2003-11-19,5.1295350823925e-05
2003-11-20,5.28620391437434e-05
2003-11-21,5.16870806624867e-05
2003-11-24,5.16870806622772e-05
2003-11-25,5.18437618145954e-05
2003-11-26,5.24312612646e-05
2003-11-27,5.25487507598868e-05
2003-11-28,5.14128738195148e-05
2003-12-01,5.36060003407827e-05
2003-12-02,5.78713059267471e-05
2003-12-03,5.77148616321948e-05
2003-12-04,5.71281408126378e-05
2003-12-05,5.58370508014956e-05
2003-12-08,5.39975030754128e-05
2003-12-09,5.29795159370237e-05
2003-12-10,5.20004368052354e-05
2003-12-11,5.25095879797433e-05
2003-12-12,5.14912205576289e-05
2003-12-15,5.47412523038309e-05
2003-12-16,5.26270751653325e-05
2003-12-17,5.24312612646538e-05
2003-12-18,5.35276951772913e-05
2003-12-19,5.21962718799667e-05
2003-12-22,5.10994714608068e-05
2003-12-23,5.10994714608857e-05
2003-12-24,5.14128738196594e-05
2003-12-26,0.000102475654179038
2003-12-29,5.35668479513117e-05
2003-12-30,5.39975030756124e-05
2004-01-02,0.000162001256575077
2004-01-05,5.55631294299856e-05
2004-01-06,5.41932400174232e-05
2004-01-07,5.43498226479742e-05
2004-01-08,5.43889673442149e-05
2004-01-09,5.36451523454261e-05
2004-01-12,5.36451523452596e-05
2004-01-13,5.14912205577793e-05
2004-01-14,5.12561757217067e-05
2004-01-15,5.07076838420798e-05
2004-01-16,5.06685029610797e-05
2004-01-19,5.10211170190191e-05
2004-01-20,5.30186740984008e-05
2004-01-26,0.000209858947718979
2004-01-27,5.16479094116487e-05
2004-01-28,5.21962718799898e-05
2004-01-29,5.26270751655977e-05
2004-01-30,5.21179390050013e-05
2004-02-02,5.22354377399214e-05
2004-02-03,5.14520473812905e-05
2004-02-04,5.07468643375795e-05
2004-02-05,5.02374878393361e-05
2004-02-06,5.04725927771305e-05
2004-02-09,5.06293216947494e-05
2004-02-10,4.99239930077191e-05
2004-02-11,4.99239930076205e-05
2004-02-12,4.89049644153089e-05
2004-02-13,4.92577345768914e-05
2004-02-16,4.97280462108632e-05
2004-02-17,5.04725927769954e-05
2004-02-18,4.87089674947228e-05
2004-02-19,4.81209188766841e-05
2004-02-20,4.73367190187994e-05
2004-02-23,4.85129609323483e-05
2004-02-24,4.87089674946796e-05
2004-02-25,4.76896280559252e-05
2004-02-26,4.79248833823641e-05
2004-02-27,4.87089674947384e-05
2004-03-02,0.000102906123343796
2004-03-03,5.65413335800925e-05
2004-03-04,5.59153105917563e-05
2004-03-05,5.6580456751423e-05
2004-03-08,5.43106775670881e-05
2004-03-09,5.39583545332071e-05
2004-03-10,5.26270751654395e-05
2004-03-11,5.12561757218274e-05
2004-03-12,5.01199301682715e-05
2004-03-15,5.1138648103898e-05
2004-03-16,5.1177824361554e-05
2004-03-17,5.2039604590239e-05
2004-03-18,5.27837193573505e-05
2004-03-19,5.49369527118226e-05
2004-03-22,5.43889673442312e-05
2004-03-23,5.28620391436874e-05
2004-03-24,5.203960459017e-05
2004-03-25,5.18829311399185e-05
2004-03-26,5.5641394600665e-05
2004-03-29,5.90053433901643e-05
2004-03-30,5.74801836723239e-05
2004-03-31,5.71281408127281e-05
2004-04-01,5.63457119624373e-05
2004-04-02,5.67369455938759e-05
2004-04-06,0.00011989070818673
2004-04-07,5.90053433901528e-05
2004-04-08,5.90835409737933e-05
2004-04-09,5.87707414303099e-05
2004-04-12,6.03735795754415e-05
2004-04-13,5.87707414303598e-05
2004-04-14,6.11942958100593e-05
2004-04-16,0.000118952542799723
2004-04-19,5.90835409737149e-05
2004-04-20,6.06080871795135e-05
2004-04-21,6.21320502587783e-05
2004-04-22,6.06080871794183e-05
2004-04-23,5.94354111090125e-05
2004-04-26,6.00608812980938e-05
2004-04-27,5.99827028935823e-05
2004-04-28,6.0373579575622e-05
2004-04-29,6.00999699247058e-05
2004-04-30,6.06471704379459e-05
2004-05-03,6.02563205975269e-05
2004-05-04,6.02563205973084e-05
2004-05-06,0.00011918701560191
2004-05-07,5.81059608513647e-05
2004-05-10,5.94354111089982e-05
2004-05-11,6.05690035370048e-05
2004-05-12,6.02954073069227e-05
2004-05-13,5.93181245166487e-05
2004-05-14,5.94745058725996e-05
2004-05-17,5.74801836725129e-05
2004-05-18,5.88489436182295e-05
2004-05-19,5.88489436185035e-05
2004-05-20,5.81059608513303e-05
2004-05-21,5.79104160405764e-05
2004-05-24,5.87316397605362e-05
2004-05-25,5.7871305926832e-05
2004-05-27,0.00011574596055592
2004-05-28,5.9630881090989e-05
2004-05-31,6.02172335042724e-05
2004-06-01,6.09989025159815e-05
2004-06-02,6.18194899655971e-05
2004-06-03,6.26008447294814e-05
2004-06-04,6.31867602620286e-05
2004-06-07,6.611504619027e-05
2004-06-08,6.72467400327363e-05
2004-06-09,6.89631791580328e-05
2004-06-10,6.9587155554324e-05
2004-06-11,7.01720446901511e-05
2004-06-14,7.30952031644175e-05
2004-06-15,7.11466691568882e-05
2004-06-16,7.4069112938241e-05
2004-06-17,7.50817266366104e-05
2004-06-18,7.33289632216419e-05
2004-06-21,7.29003926396728e-05
2004-06-22,7.33289632218807e-05
2004-06-23,7.44196621889062e-05
2004-06-24,7.52374905199427e-05
2004-06-25,7.25497096902055e-05
2004-06-28,7.27445373616948e-05
2004-06-29,7.23548724916115e-05
2004-06-30,7.02500234213768e-05
2004-07-01,7.34847956411379e-05
2004-07-02,7.09517633353658e-05
2004-07-05,7.03669886567997e-05
2004-07-06,7.02110342464721e-05
2004-07-07,7.0600908827267e-05
2004-07-08,6.93921734274937e-05
2004-07-09,7.11466691569602e-05
2004-07-12,7.0172044689997e-05
2004-07-13,6.9275179571125e-05
2004-07-14,7.00940644324451e-05
2004-07-15,7.11856491772039e-05
2004-07-16,6.98601145025465e-05
2004-07-19,6.986011450238e-05
2004-07-20,6.92361808553611e-05
2004-07-21,7.02500234211917e-05
2004-07-22,7.02500234214111e-05
2004-07-23,7.13025869499952e-05
2004-07-26,7.13415654449815e-05
2004-07-27,7.25497096902673e-05
2004-07-28,7.30952031645188e-05
2004-07-29,7.19261971148239e-05
2004-07-30,7.30952031643061e-05
2004-08-02,7.42638663296951e-05
2004-08-03,7.30952031643107e-05
2004-08-04,7.05619230861054e-05
2004-08-05,6.83000971485038e-05
2004-08-06,6.67784919106434e-05
2004-08-09,6.41630947189633e-05
2004-08-10,6.41630947188924e-05
2004-08-11,6.58808624988739e-05
2004-08-12,6.51391899889896e-05
2004-08-13,6.20539124843366e-05
2004-08-16,6.14287551145018e-05
2004-08-17,6.33820462938416e-05
2004-08-18,6.20148430221505e-05
2004-08-19,6.2835221282223e-05
2004-08-20,6.19757731770591e-05
2004-08-23,6.31867602620992e-05
2004-08-24,6.28352212819802e-05
2004-08-25,6.38116418749423e-05
2004-08-26,6.33820462937496e-05
2004-08-27,6.22101865012324e-05
2004-08-30,6.21711185715476e-05
2004-08-31,6.08034996395161e-05
2004-09-01,5.98654324112573e-05
2004-09-02,5.90444423738659e-05
2004-09-03,6.1585053653247e-05
2004-09-06,6.35382682279819e-05
2004-09-07,6.4748780575964e-05
2004-09-08,6.41630947189147e-05
2004-09-09,6.11942958100264e-05
2004-09-10,5.98654324111914e-05
2004-09-13,5.94745058727264e-05
2004-09-14,6.02172335041457e-05
2004-09-15,5.92790282189226e-05
2004-09-16,6.02563205973052e-05
2004-09-17,5.96308810908777e-05
2004-09-20,5.96308810909197e-05
2004-09-21,5.84970216837441e-05
2004-09-22,5.83014960654105e-05
2004-09-23,5.81059608513383e-05
2004-09-24,5.61109533420824e-05
2004-09-30,0.000224697350456631
2004-10-01,5.83014960653686e-05
2004-10-04,6.08034996395032e-05
2004-10-05,6.26008447295117e-05
2004-10-06,6.27570972964225e-05
2004-10-07,6.24055204032279e-05
2004-10-08,6.21320502590085e-05
2004-10-11,6.2132050258942e-05
2004-10-12,5.81059608512335e-05
2004-10-13,5.88880441369958e-05
2004-10-14,5.77148616323658e-05
2004-10-15,5.73628395083998e-05
2004-10-18,5.8497021683759e-05
2004-10-19,5.90444423738338e-05
2004-10-20,5.75192976253643e-05
2004-10-21,5.65413335804362e-05
2004-10-22,5.88489436183555e-05
2004-10-25,5.65413335801083e-05
2004-10-26,5.63457119624605e-05
2004-10-27,5.66978239596837e-05
2004-10-28,5.88880441369076e-05
2004-10-29,5.90444423739657e-05
2004-11-01,5.94354111089326e-05
2004-11-02,6.07644179141137e-05
2004-11-03,6.07644179143857e-05
2004-11-04,5.9474505872539e-05
2004-11-05,5.96699739366716e-05
2004-11-08,6.04517503103399e-05
2004-11-09,5.96308810910538e-05
2004-11-10,5.84970216835804e-05
2004-11-11,5.75192976256278e-05
2004-11-12,5.83406019565311e-05
2004-11-15,5.88880441369913e-05
2004-11-16,5.81059608513675e-05
2004-11-17,5.81059608513315e-05
2004-11-18,5.67369455938702e-05
2004-11-19,5.67369455939622e-05
2004-11-22,5.55631294298607e-05
2004-11-23,5.55631294299782e-05
2004-11-24,5.55239962679312e-05
2004-11-25,5.59153105916754e-05
2004-11-26,5.66587019411004e-05
2004-11-29,5.74801836723636e-05
2004-11-30,5.72846081459724e-05
2004-12-01,5.71281408126319e-05
2004-12-02,5.57587894740453e-05
2004-12-03,5.71281408124705e-05
2004-12-06,5.71281408126837e-05
