"Data","HEX Index"
2001-09-04,0.0045109230717678
2001-09-05,-0.0326784511570572
2001-09-06,-0.0321057679044135
2001-09-07,-0.0331469872159211
2001-09-10,0.0205187868067692
2001-09-11,-0.0398995118310891
2001-09-12,0.0598022412184319
2001-09-13,0.0231094993138971
2001-09-14,-0.0471240768850868
2001-09-17,0.030310646861723
2001-09-18,0.00737071800988938
2001-09-19,0.0101309372703587
2001-09-20,-0.011208182187935
2001-09-21,-0.0231135679971642
2001-09-24,0.0541162293914663
2001-09-25,0.0132924136139258
2001-09-26,-0.0150234124860182
2001-09-27,-0.0413145020507573
2001-09-28,0.0426197737150344
2001-10-01,-0.042951246071185
2001-10-02,0.019563490781196
2001-10-03,-0.0207777996483654
2001-10-04,0.0753027954278317
2001-10-05,0.00337750600014253
2001-10-08,0.0113678167634247
2001-10-09,0.0195607953578627
2001-10-10,0.0180616355610269
2001-10-11,0.0512007195142676
2001-10-12,0.00227059416026645
2001-10-15,-0.0271183101768249
2001-10-16,0.0253592672913432
2001-10-17,0.0364047973051291
2001-10-18,-0.0416652283952067
2001-10-19,0.0322257168914509
2001-10-22,0.0186798615376026
2001-10-23,0.0503848193329068
2001-10-24,0.0127146668058101
2001-10-25,-0.0294663949651056
2001-10-26,0.0225186007066012
2001-10-29,-0.0165296657853441
2001-10-30,-0.0471823866500901
2001-10-31,0.0419780926050076
2001-11-01,-0.00726882143531311
2001-11-02,0.0184336610488146
2001-11-05,0.0286804847005858
2001-11-06,0.017352514491318
2001-11-07,-0.0125059520743372
2001-11-08,0.0431839203447387
2001-11-09,-0.0259107800797387
2001-11-12,-0.0204311091745922
2001-11-13,0.0561041763062301
2001-11-14,0.0170394306876769
2001-11-15,0.0236380793941494
2001-11-16,0.0112950082713034
2001-11-19,-0.0137576027193337
2001-11-20,-0.0341091740670504
2001-11-21,-0.003859116892144
2001-11-22,0.033859930295861
2001-11-23,0.00198373640794904
2001-11-26,0.0161027582843839
2001-11-27,-0.0423660638759448
2001-11-28,-0.0198812389510282
2001-11-29,-0.0164711335200381
2001-11-30,0.0265523023506604
2001-12-03,-0.0148868186438639
2001-12-04,0.0272007199610432
2001-12-05,0.0427630670928051
2001-12-07,0.00561546872302479
2001-12-10,-0.0281769290020133
2001-12-11,0.0320771160391468
2001-12-12,-0.0109933622183907
2001-12-13,-0.036585351783116
2001-12-14,-0.00643709491212018
2001-12-17,0.0315369882200356
2001-12-18,0.00776122263210847
2001-12-19,-0.0217326523158267
2001-12-20,-0.0181689526509675
2001-12-21,0.0249250630460319
2001-12-27,0.0177971990907057
2001-12-28,0.0189568578438179
2002-01-02,-0.0215479596275302
2002-01-03,0.0453798367551605
2002-01-04,0.0033132583630905
2002-01-07,-0.00447539198413477
2002-01-08,-0.042160424383368
2002-01-09,-0.0119377279089361
2002-01-10,-0.0174205264097578
2002-01-11,0.0171185182440131
2002-01-14,-0.0497766327668741
2002-01-15,0.00927903781003817
2002-01-16,-0.0102525640601428
2002-01-17,0.0219507816127535
2002-01-18,-0.00455320329604423
2002-01-21,-0.0380990634071532
2002-01-22,0.000601042904340542
2002-01-23,0.0109324100115331
2002-01-24,0.0646036529303376
2002-01-25,-0.0135114175532102
2002-01-28,0.0200748249974092
2002-01-29,-0.0051832468680414
2002-01-30,-0.0274926230143173
2002-01-31,0.0240480067008549
2002-02-01,0.0170128559912125
2002-02-04,-0.00868919274409544
2002-02-05,-0.0386760547244429
2002-02-06,-0.0177812043598123
2002-02-07,0.0174333019275554
2002-02-08,-0.011147643917896
2002-02-11,0.0242940488071403
2002-02-12,0.0107488385559769
2002-02-13,0.0101174826105769
2002-02-14,0.00606122650701086
2002-02-15,-0.0219174973888249
2002-02-18,-0.0106512484454223
2002-02-19,-0.0321660081249025
2002-02-20,-0.0219627061111173
2002-02-21,0.0133604040171872
2002-02-22,-0.027522750813384
2002-02-25,0.0227869948532956
2002-02-26,0.0169191554484622
2002-02-27,0.018543734435285
2002-02-28,0.000209153332632083
2002-03-01,-0.000233566859430642
2002-03-04,0.0528424755553707
2002-03-05,-0.00302754297345143
2002-03-06,0.00950058147800296
2002-03-07,0.0195634131391613
2002-03-08,0.00977855872399817
2002-03-11,-0.0146429628566558
2002-03-12,-0.0395375246348581
2002-03-13,-0.000873130676978255
2002-03-14,-0.00970650452005812
2002-03-15,-0.00055797290598514
2002-03-18,0.0178099916137534
2002-03-19,-0.0197112407982428
2002-03-20,-0.0264414879565814
2002-03-21,-0.00207696358776961
2002-03-22,0.00865884330410392
2002-03-25,-0.00242120960004708
2002-03-26,-0.00793347622352285
2002-03-27,0.00979340981520051
2002-04-02,-0.0172499619909857
2002-04-03,0.00303420845461222
2002-04-04,-0.0138738418252672
2002-04-05,0.00299569250950738
2002-04-08,-0.0292990266354788
2002-04-09,0.0134567200686115
2002-04-10,-0.0163779978498445
2002-04-11,-0.0244575070471774
2002-04-12,0.00785864824322773
2002-04-15,0.0152748642829102
2002-04-16,0.0334204321612096
2002-04-17,0.0144022838051156
2002-04-18,-0.0744428368283459
2002-04-19,-0.0262823144860678
2002-04-22,-0.026430856026249
2002-04-23,-0.00613457855558562
2002-04-24,-0.0335140631742654
2002-04-25,0.0106406963533401
2002-04-26,0.0076081663123577
2002-04-29,-0.0159595404161723
2002-04-30,0.00309397659812567
2002-05-02,0.0182119375196991
2002-05-03,-0.0416509492367808
2002-05-06,-0.00880220062527326
2002-05-07,0.00174000030313601
2002-05-08,0.0387082815114734
2002-05-10,-0.0199781209350024
2002-05-13,0.00898056737209158
2002-05-14,0.0267490439404385
2002-05-15,0.00479493131856308
2002-05-16,-0.014037708045373
2002-05-17,-0.00510067386244984
2002-05-20,-0.00672659121510973
2002-05-21,-0.00994791559806202
2002-05-22,-0.0408694339265149
2002-05-23,-0.0123326275240913
2002-05-24,-0.000307829334416624
2002-05-27,-0.00517687661777393
2002-05-28,-0.000755747451512815
2002-05-29,-0.0121765792680529
2002-05-30,-0.0195978867645819
2002-05-31,0.0297116991032912
2002-06-03,-0.0213632830299943
2002-06-04,-0.024654002932315
2002-06-05,0.0176834586565526
2002-06-06,-0.0119596216682113
2002-06-07,-0.0434003334948785
2002-06-10,0.0114977665652848
2002-06-11,0.0295849448709808
2002-06-12,-0.0322737039644991
2002-06-13,-0.00692356978781126
2002-06-14,-0.0027111757064928
2002-06-17,0.0347973908839232
2002-06-18,0.000395732079405821
2002-06-19,-0.0287723030640484
2002-06-20,-0.00523664143039023
2002-06-24,-0.044427508756477
2002-06-25,0.0200518850176161
2002-06-26,-0.00479353049874953
2002-06-27,0.0368960826841123
2002-06-28,0.0370130292156817
2002-07-01,-0.00071743465159895
2002-07-02,-0.0296521492279152
2002-07-03,-0.00965767800709624
2002-07-04,0.0295011747571482
2002-07-05,0.0364632773074196
2002-07-08,-0.00496392942335367
2002-07-09,-0.0169654382576455
2002-07-10,-0.0157443517467213
2002-07-11,-0.0240478013582059
2002-07-12,0.005308706690101
2002-07-15,-0.0321952366590157
2002-07-16,-0.00823645202240282
2002-07-17,0.0348473685612079
2002-07-18,-0.023049712307476
2002-07-19,-0.035804719409705
2002-07-22,-0.0191444722885949
2002-07-23,-0.051014155848014
2002-07-24,-0.0447602333002675
2002-07-25,0.0208531329881367
2002-07-26,0.00454650334567267
2002-07-29,0.0522159262270034
2002-07-30,0.0132817275167325
2002-07-31,-8.42994992609403e-05
2002-08-01,-0.0268450969151276
2002-08-02,-0.0305234321005243
2002-08-05,-0.0399438423136648
2002-08-06,0.0350902957182185
2002-08-07,0.00642644754931736
2002-08-08,0.0217274763326769
2002-08-09,0.0360188965605695
2002-08-12,-0.00365392046157953
2002-08-13,-0.00329268154931111
2002-08-14,-0.030576337903666
2002-08-15,0.0341574426049362
2002-08-16,0.0170506356778428
2002-08-19,0.0372548729025493
2002-08-20,0.00217704618231119
2002-08-21,0.0131532989279196
2002-08-22,0.031546101985285
2002-08-23,-0.0152949521542524
2002-08-26,-0.0184104533695354
2002-08-27,0.0147265844132477
2002-08-28,-0.0296880813053925
2002-08-29,-0.0124360148135673
2002-08-30,-0.000941588835913105
2002-09-02,-0.0136649978117844
2002-09-03,-0.0413990927033318
2002-09-04,0.00351472921220133
2002-09-05,0.0199963253307202
2002-09-06,0.0430289111051068
2002-09-09,-0.00142477818794121
2002-09-10,0.00339227936672646
2002-09-11,0.0445412385293922
2002-09-12,-0.028590090670792
2002-09-13,-0.0107459718088552
2002-09-16,-0.0177849245799712
2002-09-17,0.00316867167098255
2002-09-18,-0.0431484244807266
2002-09-19,-0.00449442891915539
2002-09-20,0.00130353249683648
2002-09-23,-0.0240801504343257
2002-09-24,-0.0231784850612373
2002-09-25,0.0267871225355628
2002-09-26,0.0614553599900445
2002-09-27,0.00286317224096811
2002-09-30,-0.0516529944598793
2002-10-01,0.0127411721878412
2002-10-02,0.0313409332100923
2002-10-03,-0.017076143742036
2002-10-04,-0.0290065795274822
2002-10-07,-0.0126807533870731
2002-10-08,-0.00896098380995434
2002-10-09,0.00124996544329342
2002-10-10,0.0190534605273278
2002-10-11,0.050810128738088
2002-10-14,-0.00536685808583295
2002-10-15,0.0655738008473321
2002-10-16,-0.0291592305994671
2002-10-17,0.0664332597672016
2002-10-18,0.00597519956495182
2002-10-21,-0.00653534794012241
2002-10-22,0.0148025238521493
2002-10-23,-0.029469444090472
2002-10-24,0.0358992984861351
2002-10-25,-0.0105070131802686
2002-10-28,0.0228059143326746
2002-10-29,-0.0467775383239134
2002-10-30,0.0159726310221563
2002-10-31,0.0226224585422873
2002-11-01,-0.0254854687828464
2002-11-04,0.0525078449150458
2002-11-05,0.00396935319877989
2002-11-06,-0.0201478754860338
2002-11-07,-0.0174321797060782
2002-11-08,-0.013972842823326
2002-11-11,-0.0254655296386643
2002-11-12,0.0197301052617062
2002-11-13,0.0150560502296615
2002-11-14,0.040254551329133
2002-11-15,0.000626001642653903
2002-11-18,0.0207747323957184
2002-11-19,-0.0236294896030246
2002-11-20,0.010494478238045
2002-11-21,0.0462811151570613
2002-11-22,-0.00188591289876354
2002-11-25,0.0170098505305595
2002-11-26,-0.0233475840157008
2002-11-27,0.0316634451323178
2002-11-28,0.0201805006450694
2002-11-29,-0.00969055421995334
2002-12-02,0.0201379857605749
2002-12-03,-0.0545901882574268
2002-12-04,0.00679859578980727
2002-12-05,-0.00688889090672447
2002-12-09,-0.0238867334530083
2002-12-10,-0.0252065812500878
2002-12-11,-0.00834399688661619
2002-12-12,0.00106106193403969
2002-12-13,-0.0182270492120648
2002-12-16,0.0216070988415085
2002-12-17,-0.00867944133736745
2002-12-18,-0.0284438011822107
2002-12-19,-0.0077992828667959
2002-12-20,-0.00736404293531593
2002-12-23,0.00221288458407947
2002-12-27,-0.0325751692375891
2002-12-30,0.0100685578369302
2003-01-02,0.0480384806514562
2003-01-03,0.00497785326154285
2003-01-07,-0.013435937227722
2003-01-08,-0.0338698362496897
2003-01-09,0.0250571322622651
2003-01-10,0.00236739954536517
2003-01-13,-0.00105584744766924
2003-01-14,0.0133473141533957
2003-01-15,-0.0155593953343371
2003-01-16,-0.0185307776660416
2003-01-17,-0.0235729241753339
2003-01-20,-0.00454189919585185
2003-01-21,-0.00126778742842215
2003-01-22,0.00221348848968313
2003-01-23,-0.0266919514884234
2003-01-24,-0.00277302517109371
2003-01-27,-0.029459446688016
2003-01-28,-0.0127676707146937
2003-01-29,0.0095772467833994
2003-01-30,0.0121355939846234
2003-01-31,-0.0328014924957536
2003-02-03,0.0259968331653951
2003-02-04,-0.0224236302074564
2003-02-05,0.000943390810646403
2003-02-06,-0.0149213498612057
2003-02-07,-0.00229005707676158
2003-02-10,-0.00318231597129685
2003-02-11,0.0348128128323462
2003-02-12,-0.017907014020498
2003-02-13,-0.0262001271123792
2003-02-14,0.0205795478296533
2003-02-17,0.0190420621687781
2003-02-18,0.0138364612937413
2003-02-19,-0.0225976867478892
2003-02-20,-0.0197623316069115
2003-02-21,-0.0046961735749474
2003-02-24,0.00876401673968372
2003-02-25,-0.0366158302471835
2003-02-26,-0.00867705222374687
2003-02-27,-0.00240809347392418
2003-02-28,0.0205579939478898
2003-03-03,0.00144356115740802
2003-03-04,-0.017156011292261
2003-03-05,-0.00761556915664035
2003-03-06,-0.000767605806784407
2003-03-07,-0.0364431934807858
2003-03-10,-0.000231733943920416
2003-03-11,0.00633694695252397
2003-03-12,0.0234807855666704
2003-03-13,0.0248848972850211
2003-03-14,0.0424433373690329
2003-03-17,0.0298682827283408
2003-03-18,0.013848024498619
2003-03-19,0.00774002976080304
2003-03-20,-0.0135558045143161
2003-03-21,0.0320028150710562
2003-03-24,-0.0402022017037765
2003-03-25,-0.00360892758461257
2003-03-26,-0.00403701984930968
2003-03-27,-0.0103020338893162
2003-03-28,-0.00909256193602084
2003-03-31,-0.0494877975293764
2003-04-01,0.0213963071558761
2003-04-02,0.0438935208118233
2003-04-03,0.0107177908849228
2003-04-04,-0.00760051210595095
2003-04-07,0.0369237433691539
2003-04-08,-0.0279938874454432
2003-04-09,0.00394922372776555
2003-04-10,-0.0393293764868686
2003-04-11,0.00886377540150857
2003-04-14,0.00450434742176966
2003-04-15,0.0182567556360452
2003-04-16,-0.00436208114645261
2003-04-17,0.0406501590393716
2003-04-22,0.00928295650647881
2003-04-23,0.02226400194167
2003-04-24,-0.00790936827818854
2003-04-25,-0.0252495847695248
2003-04-28,0.0190768644465291
2003-04-29,0.00773996591178779
2003-04-30,0.0050989368591762
2003-05-02,-0.0211354232676035
2003-05-05,0.0238820585355238
2003-05-06,-0.00289215946726173
2003-05-07,0.00658440453501523
2003-05-08,-0.0227596770095146
2003-05-09,-0.00897606743155546
2003-05-12,0.0123552615995699
2003-05-13,0.0102984795254277
2003-05-14,-0.00658070538605983
2003-05-15,0.0175524169541858
2003-05-16,-0.00485696964570195
2003-05-19,-0.0287598552090049
2003-05-20,-0.0116020830142442
2003-05-21,-0.0146935929293655
2003-05-22,0.0171182607262951
2003-05-23,-0.0154219688504946
2003-05-26,-0.00765602301854829
2003-05-27,0.00255097234625398
2003-05-28,0.0458363714266385
2003-05-30,0.00851716820329089
2003-06-02,0.0152922961249895
2003-06-03,-0.00720370064894729
2003-06-04,0.00350336991662257
2003-06-05,-0.0183029399901008
2003-06-06,0.0317548606575615
2003-06-09,-0.0136740691789994
2003-06-10,-0.0076996722305776
2003-06-11,0.0101119402985074
2003-06-12,-0.011913996879458
2003-06-13,-0.0135904493001827
2003-06-16,0.00695923361800729
2003-06-17,0.0144925977703697
2003-06-18,0.00271188955984344
2003-06-19,0.0123334760492705
2003-06-23,-0.018346180823272
2003-06-24,-0.0212120137583773
2003-06-25,0.00488175112669726
2003-06-26,0.00312752928791466
2003-06-27,0.0111413404829591
2003-06-30,-0.0190639184198646
2003-07-01,-0.0181172876970934
2003-07-02,0.0174238272636861
2003-07-03,0.00672830348819907
2003-07-04,-0.00566192047730914
2003-07-07,0.041600162327957
2003-07-08,0.0128885031421161
2003-07-09,0.0194439340523852
2003-07-10,0.00173330368693402
2003-07-11,-0.00500089962383964
2003-07-14,0.0153552615346137
2003-07-15,-0.00558084569868755
2003-07-16,-0.00036320909462184
2003-07-17,-0.0857317471347125
2003-07-18,-0.00507478485732548
2003-07-21,-0.0146080528363846
2003-07-22,0.000379208183424632
2003-07-23,0.00266278763615046
2003-07-24,0.0171448259165106
2003-07-25,-0.00864946416899042
2003-07-28,0.0210218363355293
2003-07-29,-0.00396513144446901
2003-07-30,0.00331803562120992
2003-07-31,0.00519681276631177
2003-08-01,-0.0159348129473731
2003-08-04,-0.00931605413595471
2003-08-05,0.00293137046648871
2003-08-06,-0.0261339442917868
2003-08-07,-0.00465409185637932
2003-08-08,0.010907792012859
2003-08-11,0.0063620405140755
2003-08-12,0.00796904268769833
2003-08-13,0.00597538696420697
2003-08-14,0.0123697137247462
2003-08-15,-0.00251248510429277
2003-08-18,0.0107428037805916
2003-08-19,0.0312687218946016
2003-08-20,0.00302016476171149
2003-08-21,0.0192230530095007
2003-08-22,0.00877725991335704
2003-08-25,-0.0132345829833804
2003-08-26,-0.0112162870874278
2003-08-27,0.0299717238045222
2003-08-28,0.00593134631262048
2003-08-29,0.00715352724953437
2003-09-01,0.00757767660136111
2003-09-02,-0.00198478661062952
2003-09-03,0.0295442982172659
2003-09-04,-0.00846229874474034
2003-09-05,-0.010804115142158
2003-09-08,0.00896089700876715
2003-09-09,-0.0266585769730014
2003-09-10,-0.033577044879133
2003-09-11,0.00523955849370462
2003-09-12,0.000629598347218459
2003-09-15,0.00261651844886174
2003-09-16,0.00438777732244422
2003-09-17,-0.00190859893814968
2003-09-18,0.00149148553327438
2003-09-19,-0.0027633367718487
2003-09-22,-0.0201916061831871
2003-09-23,-0.00323885365904812
2003-09-24,0.00213761019038577
2003-09-25,-0.0184292768626133
2003-09-26,0.00736251002763173
2003-09-29,0.0103861400155729
2003-09-30,-0.0180016078493876
2003-10-01,0.00532754503086478
2003-10-02,0.0146152454147728
2003-10-03,0.034691622252997
2003-10-06,-0.00720422620898511
2003-10-07,-0.00638667649406858
2003-10-08,0.00354107527397508
2003-10-09,0.0233873005251046
2003-10-10,-0.00795178552364686
2003-10-13,0.0174401105728569
2003-10-14,-0.00858215183451144
2003-10-15,0.0123603933988998
2003-10-16,-0.0206877814643141
2003-10-17,0.0183892082569008
2003-10-20,-0.00595851329397316
2003-10-21,0.0102195891236864
2003-10-22,-0.0123275329150718
2003-10-23,-0.00298967596307185
2003-10-24,0.00236084536295916
2003-10-27,-0.00235361921006345
2003-10-28,0.016637754429082
2003-10-29,0.0114500808009145
2003-10-30,0.000327988101500875
2003-10-31,0.00168485159346708
2003-11-03,0.0209004465935092
2003-11-04,-0.00459354871479055
2003-11-05,-0.0112737594080877
2003-11-06,0.0197419562938472
2003-11-07,0.00966327213260989
2003-11-10,-0.00792605274741117
2003-11-11,-0.0105188200353364
2003-11-12,0.0101567150008217
2003-11-13,0.0105853621549213
2003-11-14,0.000953504912113477
2003-11-17,-0.0207853456285967
2003-11-18,0.00131410026393637
2003-11-19,-0.011905349682816
2003-11-20,0.00725184318352542
2003-11-21,0.000124821369418404
2003-11-24,0.0273436687462299
2003-11-25,-0.0109896271376507
2003-11-26,-0.00156219488381177
2003-11-27,0.00739102729916779
2003-11-28,-0.00636451030064281
2003-12-01,-0.000357687041171752
2003-12-02,0.00316674180256795
2003-12-03,0.000928639331254097
2003-12-04,0.00697010703195883
2003-12-05,-0.00799443756762062
2003-12-08,-0.0109803588771652
2003-12-09,-0.00156356511915036
2003-12-10,-0.00776004341550134
2003-12-11,0.000724973575354672
2003-12-12,-0.00194575292143412
2003-12-15,0.0012702562513148
2003-12-16,-0.0204875701684041
2003-12-17,-0.0114355701247368
2003-12-18,-0.000866264066439054
2003-12-19,0.00120851630999686
2003-12-22,-0.00907528462715325
2003-12-23,0.00757268153465433
2003-12-29,-0.00545108698356049
2003-12-30,0.00580278533696177
2004-01-02,0.0134451385296888
2004-01-05,0.00783737007240281
2004-01-07,0.00908304428065244
2004-01-08,0.0598546861855364
2004-01-09,0.00231749886173933
2004-01-12,0.00660936030780081
2004-01-13,-0.00603497033658647
2004-01-14,0.0115726868246618
2004-01-15,-0.00144219189230841
2004-01-16,0.0163934180621248
2004-01-19,0.00782718287748461
2004-01-20,-0.0113351323285287
2004-01-21,-0.0216179831796024
2004-01-22,0.0235744353990008
2004-01-23,0.00151415998097329
2004-01-26,-0.00134519623345053
2004-01-27,0.00396274458833537
2004-01-28,-0.00526525622334454
2004-01-29,-0.00951106247042126
2004-01-30,0.000610694773557685
2004-02-02,0.0011460326082091
2004-02-03,-0.000652848536158584
2004-02-04,-0.00819576773239002
2004-02-05,-0.00477613376783709
2004-02-06,0.0121502515121706
2004-02-09,0.0135286442393534
2004-02-10,0.0163514508764178
2004-02-11,0.00486955816006056
2004-02-12,0.0070035666845987
2004-02-13,-0.0130962150735374
2004-02-16,0.00253964384034783
2004-02-17,0.00719576505125047
2004-02-18,0.00537802855442848
2004-02-19,0.0134574918231514
2004-02-20,-0.00831229282742088
2004-02-23,0.0127813249850297
2004-02-24,-0.0143376172506436
2004-02-25,-0.00421467184547912
2004-02-26,0.00398783189006346
2004-02-27,0.00137957965576071
2004-03-01,0.0051477945038006
2004-03-02,0.0154407516906243
2004-03-03,0.00208463187074443
2004-03-04,0.0140806069174339
2004-03-05,0.00559163628429937
2004-03-08,0.00464356573449662
2004-03-09,-0.0193237305516505
2004-03-10,-0.00913689132403905
2004-03-11,-0.022862063037009
2004-03-12,-0.00475492264667803
2004-03-15,-0.0171486228352217
2004-03-16,0.00035536186952507
2004-03-17,0.0151347921871552
2004-03-18,-0.0265651506467398
2004-03-19,-0.00772679999822481
2004-03-22,-0.0225647646764151
2004-03-23,0.00501829618929801
2004-03-24,6.98142788412706e-05
2004-03-25,0.0166905182134256
2004-03-26,-0.0117175546881414
2004-03-29,0.0119033054668206
2004-03-30,-0.00211503270315211
2004-03-31,0.00749533691621715
2004-04-01,0.00462616544925468
2004-04-02,0.0295104303980043
2004-04-05,-0.00163928543232207
2004-04-06,-0.0881850976918863
2004-04-07,-0.017001750319315
2004-04-08,0.000479637079956589
2004-04-13,0.00601583807262304
2004-04-14,-0.0154692328656651
2004-04-15,-0.00964656251163531
2004-04-16,-0.0395979561079745
2004-04-19,0.00860864370461016
2004-04-20,0.0140767827582192
2004-04-21,-0.014448813460044
2004-04-22,0.0193477255152246
2004-04-23,0.00212513975733984
2004-04-26,0.00367433157908664
2004-04-27,-0.00408081932575917
2004-04-28,-0.015649364285915
2004-04-29,-0.0167683259727629
2004-04-30,-0.0177735786518869
2004-05-03,0.00528262109847903
2004-05-04,-0.00917048626070827
2004-05-05,0.0108392518174563
2004-05-06,-0.0145184919011554
2004-05-07,0.00510830160366317
2004-05-10,-0.023737350834906
2004-05-11,0.0101724347384896
2004-05-12,-0.0132002928682341
2004-05-13,0.000519733752943762
2004-05-14,-0.0138266925562634
2004-05-17,-0.0159459012730929
2004-05-18,0.0127932517488972
2004-05-19,0.0151576177189398
2004-05-21,-0.0189724569044448
2004-05-24,0.0107457223899717
2004-05-25,-0.0117902238187144
2004-05-26,0.00651325552848047
2004-05-27,0.0121158064310614
2004-05-28,0.000330922752917632
